index_origin,author,time,toefl,gre_total,gre_v,gre_q,gre_aw,district,season,type,offertype,major_school_apply,major_school,gpa,graduated,gre_raw,gre_sub,extrainfo,college_apply,major_apply,college_before,major_before,cross,gpa_measure,rl,intern,research,paper,first,sci,exchange
10001,leucocyte,17,92,319,149,170,3, 美国,Fall,PhD,Rej,CS@Princeton, CS @ SJTU,3.7,,149/170/3.0,,,Princeton,CS, SJTU,CS,1,4,0,0,0,0,0,0,0
10003,yycenty,17,96,327,,,3.5, 美国,Fall,MS,AD小奖,Envir@CMU, 环工 @ Fudan,3.55,,327+3.5,,,CMU,Envir, Fudan,环工,0,4,0,0,0,0,0,0,0
10004,JOJOJie,17,101,322,,,3.5, 美国,Fall,PhD,Rej,CS@CS@UWM, EE @ BNU,91,": EE @ BNU, GPA  91:",322+3.5,,4篇sci论文,UWM,CS, BNU,EE,0,100,0,0,0,1,1,1,0
10008,smallyeye,17,103,325,,,3.5, 美国,Fall,PhD,Offer,ME@ME@UMN, 能源与动力工程 @ ,91.87,,325+3.5,,,UMN,ME, ,能源与动力工程,0,100,0,0,0,0,0,0,0
10013,wannagotousa,17,108,328,,,3.5, 美国,Fall,MS,AD无奖,CS@NCSU, 电信工程 @ BUPT,78,,328 3.5,,,NCSU,CS, BUPT,电信工程,0,100,0,1,0,0,0,0,0
10015,金正恩大将军,17,92,314,150,164,3, 美国,Fall,PhD,AD无奖,EE@Arizona State University, 电子科学与技术 @ SJTU,77,": 电子工程学系 @ 国立交通大学, GPA  3.83/4.3: 海外",314(150/164/3.0),,,Arizona State University,EE, SJTU,电子科学与技术,0,100,0,0,0,0,0,0,0
10018,vanessazhang52,17,114,331,,,4.5, 美国,Fall,MS,Rej,CS@Princeton, IE @ ,NA,,331+AW4.5,,,Princeton,CS, ,IE,0,NA,0,0,0,0,0,0,0
10020,长牙期少女boom,17,93,320,,,, 美国,Fall,MS,AD无奖,Other@project management@NEU, 经济学 @ ,3.39,,320,,,NEU,Other, ,经济学,0,4,0,0,0,0,0,0,0
10024,1jiaqi3,17,111,327,157,170,4, 美国,Fall,MS,Rej,CS@CS@wisc,CS @ 美本top15,3.85,,157 + 170 + 4.0,, 一篇会议一作，一篇二作,wisc,CS,美本top15,CS,1,4,0,0,0,1,1,0,0
10025,路怒路怒路怒,17,waived,321,,,, 美国,Fall,MS,Offer,CS@Wisconsin, cs @ ,NA,,321,,,Wisconsin,CS, ,cs,0,NA,0,0,0,0,0,0,0
10027,tiesto1114,17,waived,315,145,170,3, 美国,Fall,MS,AD无奖,CS@NCSU, EE @ 台灣大學,84.3,": EE @ , GPA  3.9: 海外",145+170+3.0,,,NCSU,CS, 台灣大學,EE,0,100,0,0,0,0,0,0,0
1003,shadowsjf,17,101,328,158,170,3, 美国,Fall,MS,AD无奖,Other@MST@Stanford, 电信工程及管理 @ BUPT,NA,,G：158+170+3.0,, nlp科研 实习 一些项目,Stanford,Other, BUPT,电信工程及管理,0,NA,0,1,1,0,0,0,0
10031,james47,17,107,325,157,168,3.5, 美国,Fall,MS,AD无奖,CS@cs@UW-Madison, CS @ ,89,,157+168+3.5,, 算法竞赛、腾讯实习,UW-Madison,CS, ,CS,1,100,0,1,0,0,0,0,0
10034,Fama,17,101,316,,,3, 美国,Fall,MS,AD无奖,MIS@MSIM@UIUC, 电子商务 @ ,3.2,,316  AW:3,,,UIUC,MIS, ,电子商务,0,4,0,0,0,0,0,0,0
10043,hexxx544,17,waived,323,153,170,3, 美国,Fall,混合,Offer,CS@University of Wisconsin Madison, Computer Science & Mathematics @ ,3.98,,153+170+3.0,,"2 year research in CV/Robotics, (top1%) Scholarships from CS & Math scholarships, NorthAmerica Regional Math Competition 3rd Place",University of Wisconsin Madison,CS, ,Computer Science & Mathematics,0,4,0,0,1,0,0,0,0
10044,544756247,17,105,332,162,170,3.5, 美国,Fall,MS,AD无奖,CE@UCSD, 光电科学与工程 @ SYSU,86,,332,,,UCSD,CE, SYSU,光电科学与工程,0,100,0,0,0,0,0,0,0
10045,aaa952,17,97,330,160,170,3, 美国,Fall,MS,AD无奖,MFE/Fin/FinMath@FinMath@NCSU, 统计 @ ,3.74,,160+170+3,,,NCSU,MFE/Fin/FinMath, ,统计,0,4,0,0,0,0,0,0,0
10054,AIBilly,17,94,309,142,167,3, 美国,Fall,MS,Rej,CS@SYR, CS @ BUPT,2.7,,309 （142+167+3.0）,,,SYR,CS, BUPT,CS,1,4,0,0,0,0,0,0,0
10058,shawnwang0001,17,106,332,,,, 美国,Fall,PhD,Offer,CS@UW-Madison, CS @ SJTU,3.8,,332,,,UW-Madison,CS, SJTU,CS,1,4,0,0,0,0,0,0,0
1006,ddh,17,101,318,,,3.5, 美国,Fall,MS,AD无奖,CS@Rutgers, 信息工程 @ 华南理工大学,3.24,,318+3.5,,,Rutgers,CS, 华南理工大学,信息工程,0,4,0,0,0,0,0,0,0
10063,HQ96,17,100,329,159,170,3, 美国,Fall,MS,AD无奖,EE@UCSD, EE @ UESTC,NA,,"159+170,3",,,UCSD,EE, UESTC,EE,1,NA,0,0,0,0,0,0,0
10066,E-bin,17,104,323,153,170,3, 美国,Fall,MS,Rej,EE@Gatech, Electronic Information Engineering @ UESTC,4,,153+170+3,,,Gatech,EE, UESTC,Electronic Information Engineering,0,4,0,0,0,0,0,0,0
10067,rust,17,105,325,155,170,3.5, 美国,Fall,PhD,Offer,CS@UC Riverside, 信息安全 @ BJTU,82,": 软件工程 @ BJTU, GPA  89/100:",155+170+3.5,,,UC Riverside,CS, BJTU,信息安全,0,100,0,0,0,0,0,0,0
10070,wdhy,17,106,325,,,3.5, 美国,Fall,MS,AD小奖,DataScience/Analytics@University of Rochester, statistics @ ,3.9,,325+3.5,,,University of Rochester,DataScience/Analytics, ,statistics,0,4,0,0,0,0,0,0,0
10073,静静爱吃排骨,17,102,317,151,166,3.5, 美国,Fall,PhD,Offer,Chem/CEng@Ohio state university, 化学工程 @ ,86.9,,151+166+3.5  317+3.5,, 无牛推,Ohio state university,Chem/CEng, ,化学工程,0,100,0,0,0,0,0,0,0
10076,380898815,17,104,329,159,170,3, 美国,Fall,PhD,Offer,Material@CMU, 应用物理 @ 中国科学技术大学,3.92,,329,physics 990, 匹茨堡大学交流，匹大教授推荐信和科大老板推荐信,CMU,Material, 中国科学技术大学,应用物理,0,4,0,0,0,0,0,0,1
10077,面面面哥,17,100,超低,,,, 美国,Fall,MS,AD无奖,ME@OSU, MSE @ sjtu,3.29,, V很辣鸡,, 两端科研，一个专利，应该算有一个牛腿,OSU,ME, sjtu,MSE,0,4,1,0,1,0,0,0,0
10078,Daraxu,17,102,323,,,3.5, 美国,Fall,MS,AD无奖,MIS@UIUC, 电商 @ BUPT,85,,323+3.5,,,UIUC,MIS, BUPT,电商,0,100,0,0,0,0,0,0,0
10082,susie_91,17,108,322,154,168,3, 美国,Fall,MS,AD无奖,EE@USC, EE POWER @ ,86,,322(154 168 3),,,USC,EE, ,EE POWER,0,100,0,0,0,0,0,0,0
10085,何曾渡光,17,104,320,,,, 美国,Fall,MS,AD小奖,CS@Emory, software engineering @ ,3.7,,320,, 国奖,Emory,CS, ,software engineering,0,4,0,0,0,0,0,0,0
10091,凡尘忆梦,17,100,327,157,170,3.5, 美国,Fall,MS,AD无奖,EE@ECE@UCSD,  @ BUPT,NA,,157+170+3.5,,,UCSD,EE, BUPT,,0,NA,0,0,0,0,0,0,0
10092,JOJOJie,17,101,322,152,170,3.5, 美国,Fall,PhD,AD无奖,EE@UCSD, 电子 @ 北京师范大学,90.9,": 通信与信息系统 @ 北京师范大学, GPA  90.71:",152+170 3.5,,SCI 2区 两篇； SCI 3区 两篇,UCSD,EE, 北京师范大学,电子,0,100,0,0,0,1,1,1,0
10093,Biyue,17,107,328,160,168,3.5, 美国,Fall,MS,Offer,Math/AppliedMath@University of Washington, Applied Math @ WHU,3.64,,160+168+3.5,,,University of Washington,Math/AppliedMath, WHU,Applied Math,0,4,0,0,1,0,0,0,0
10095,cdplayer,17,103,326,156,170,3, 美国,Fall,PhD,Offer,CS@UMass, EE @ ,91.25,,156+170+3.0,, 无paper 暑期研究经历,UMass,CS, ,EE,0,100,0,0,0,0,-1,-1,0
10097,sheny35,17,102,328,158,170,3.5, 美国,Fall,MS,AD无奖,IEOR@Georgia Tech, 车辆工程 （机械） @ 浙江大学,3.81,,158+170+3.5,, 有两份海外工作经验（日本＋非洲埃塞俄比亚），和供应链无关。大学导师，和两份工作中的两个上司各一封,Georgia Tech,IEOR, 浙江大学,车辆工程 （机械）,0,4,0,1,0,0,0,0,0
10100,CSholic,17,99,327,157,170,3, 美国,Fall,MS,AD无奖,CS@UT Dallas, CS @ BUPT,3.2,,157+170+3.0,,微软4个月,UT Dallas,CS, BUPT,CS,1,4,0,0,0,0,0,0,0
10105,catmiaomiao,17,100,320,150,170,3, 美国,Fall,MS,AD无奖,EE@ucsd,  @ uestc,NA,,150+170+3,,,ucsd,EE, uestc,,0,NA,0,0,0,0,0,0,0
10108,callmelei,17,92,318,,,, 美国,Fall,MS,AD无奖,CS@USC, CS @ 台灣中央大學,3.67,": CS @ 台灣清華大學, GPA  4/4:",318,,,USC,CS, 台灣中央大學,CS,1,4,0,0,0,0,0,0,0
10115,EvelynZhang,17,101,326,,,3.5, 美国,Fall,MS,AD无奖,EE@Ece@ucsd, 电子科学与技术 @ Bupt,3.68,,326+3.5,, 中科院实习,ucsd,EE, Bupt,电子科学与技术,0,4,0,1,0,0,0,0,0
10122,michael531,17,111,329,,,, 美国,Fall,PhD,Offer,Other@U of Rochester, 物理 @ 复旦大学,3.35,": Optical Engineering @ Rose-Hulman Institute of Technology, GPA  3.94/4.0: 海外",329,Physics 900 (85%),,U of Rochester,Other, 复旦大学,物理,0,4,0,0,0,0,0,0,0
10124,NostalgiaAlex,17,113,321,151,170,4, 美国,Fall,PhD,AD无奖,CS@UW-Madison, CS @ NJU,NA,,V151+Q170+AW4.0,, 一篇国际水会一作,UW-Madison,CS, NJU,CS,1,NA,0,0,0,1,1,0,0
10125,Dragic,17,100,320,150,170,3.5, 美国,Fall,MS,AD无奖,CS@MCS@UCI, CS @ 电子科技大学,87.12,,150+170+3.5,,,UCI,CS, 电子科技大学,CS,1,100,0,0,0,0,0,0,0
10128,dailuo,17,105,320,153,167,3.5, 美国,Fall,MS,AD无奖,CS@UCI, 电信 @ HUST,86.56,,153 167 3.5,, 水科研,UCI,CS, HUST,电信,0,100,0,0,1,0,0,0,0
10131,fr42k,17,90,318,,,3, 美国,Fall,MS,Rej,CS@MIIS@CMU, CS @ BIT,NA,,318+3,,1.5年全职算法工程师,CMU,CS, BIT,CS,1,NA,0,0,0,0,0,0,0
10134,cdplayer,17,103,326,156,170,3, 美国,Fall,MS,AD无奖,EE@UCSD, EE @ ,91.25,,156+170+3.0,,,UCSD,EE, ,EE,1,100,0,0,0,0,0,0,0
10139,haruharu,17,105,329,,,4, 美国,Fall,MS,AD无奖,EE@UCSD,  @ BUPT,3.86,,329+4,,,UCSD,EE, BUPT,,0,4,0,0,0,0,0,0,0
1014,sunnyink,17,waived,323,153,170,3, 美国,Fall,PhD,Rej,Material@Binghamton, MSE/EE @ ,3.47,": MSE @ , GPA  3.4: 海外",153+170+3,,,Binghamton,Material, ,MSE/EE,0,4,0,0,0,0,0,0,0
10148,JonZad,17,109,333,163,170,, 美国,Fall,MS,AD无奖,CE@UCSD, 自动化 @ ZJU,NA,,163+170,, 海外科研交流两个月,UCSD,CE, ZJU,自动化,0,NA,0,0,1,0,0,0,1
10151,zhaowenyi94,17,108,324,155,169,3.5, 美国,Fall,MS,AD无奖,EE@UCSD, Automation @ BIT,93.11,,324=155+169+3.5,, NCSU summer research with Edgar Lobaton,UCSD,EE, BIT,Automation,0,100,0,0,1,0,0,0,0
10152,ihateusername,17,104,329,159,170,3, 美国,Fall,MS,Rej,CS@MCIT@UPENN, 机械自动化 @ 中南大学,85.14,": Mechanical Engineering @ Florida State University, GPA  3.98/4: 海外",159 + 170 + 3.0,GRE Math Sub: 840 (87%), N/A,UPENN,CS, 中南大学,机械自动化,0,100,0,0,0,0,0,0,0
10156,jasmine424,17,100,324,,,, 美国,Fall,MS,AD无奖,EE@ASU, 电子科学与技术 @ BJTU,NA,,324,,,ASU,EE, BJTU,电子科学与技术,0,NA,0,0,0,0,0,0,0
10157,daofeng,17,102,324,154,170,3.5, 美国,Fall,MS,Rej,CS@MIIS@CMU, 信息安全 @ 中科大,3.78,,154+170+3.5,, 国创+暑期海外科研,CMU,CS, 中科大,信息安全,0,4,0,0,1,0,0,0,0
10158,chenyx,17,101,331,161,170,3.5, 美国,Fall,MS,AD无奖,Material@MSE@rpi, 化学 @ 台湾私立学校,89.82,,161+170+3.5,, 实验室打杂，无论文，水实习,rpi,Material, 台湾私立学校,化学,0,100,0,1,0,0,-1,-1,0
1016,jane9@9,17,waived,332,162,170,, 美国,Fall,MS,AD无奖,MFE/Fin/FinMath@QFRM@UMICH,数学 @ top 50 海本,3.83,,162+170,,,UMICH,MFE/Fin/FinMath,top 50 海本,数学,0,4,0,1,0,0,0,0,0
10161,鸭梨山大嘛,17,114,333,,,4, 美国,Fall,PhD,Offer,IEOR@ncsu, IE @ SDU,85,,333+4,, 无。。,ncsu,IEOR, SDU,IE,0,100,0,0,0,0,0,0,0
10162,世纪客,17,108,324,,,, 美国,Fall,MS,AD无奖,Stat/Biostat@biostat@umich, 生物技术 @ ,3.4,,324,,,umich,Stat/Biostat, ,生物技术,0,4,0,0,0,0,0,0,0
10163,ginsonB,17,98,317,,,, 美国,Fall,PhD,Offer,CS@UVa, EE @ ,NA,,317,,,UVa,CS, ,EE,0,NA,0,0,0,0,0,0,0
10164,surts,17,101,318,155,163,3, 美国,Fall,MS,AD无奖,Other@Public Administration @Maxwell, 政治 @ 台灣大學,3.78,,"V155, Q163, AWA3.0, 318",, 兩年相關工作經驗,Maxwell,Other, 台灣大學,政治,0,4,0,1,0,0,0,0,0
10166,yycenty,17,96,327,,,3.5, 美国,Fall,MS,AD无奖,Envir@NEU, 环工 @ Fudan,3.55,,327+3.5,, 一篇会议水文，一篇EST二作在投,NEU,Envir, Fudan,环工,0,4,0,0,0,1,0,0,0
10167,Shane131214,17,97,323,,,3.5, 美国,Fall,MS,AD无奖,EE@MSE@ASU, 通信工程 @ NKU,85,,323+3.5,, 无牛腿,ASU,EE, NKU,通信工程,0,100,0,0,0,0,0,0,0
10168,Jiachuan,17,103,322,152,170,3.5, 美国,Fall,MS,AD无奖,CS@MCS@UCI, 电信工程 @ 北邮,NA,,152+170+3.5,, 一篇B会议在投，UVA暑期科研，UVA老板推荐信,UCI,CS, 北邮,电信工程,0,NA,0,0,1,0,0,0,0
10169,郭斯特的猫,17,106,327,,,3.5, 美国,Fall,MS,AD无奖,MFE/Fin/FinMath@UIUC, 金融工程 @ 对外经济贸易大学,87,,327+3.5,, 一封UMN的海外推荐信,UIUC,MFE/Fin/FinMath, 对外经济贸易大学,金融工程,0,100,0,0,0,0,0,0,0
10171,taoyu1994,17,104,324,,,3.5, 美国,Fall,MS,AD无奖,CS@CS@NEU, 通信工程 @ UESTC,3.97,,324+3.5,,,NEU,CS, UESTC,通信工程,0,4,0,0,0,0,0,0,0
10172,switchy,17,100,323,153,170, , 美国,Fall,MS,AD无奖,CS@UIUC, IEEE试点班，计算机科学与技术 @ SJTU,88.18,,153+170=323,, ICWS三作一篇，INFOCOM三作一篇,UIUC,CS, SJTU,IEEE试点班，计算机科学与技术,0,100,0,0,0,1,0,0,0
10173,B.I.N.G,17,80,325,155,170,2.5, 美国,Fall,MS,AD无奖,EE@ASU, 电子信息工程 @ ,84.7,,155+170+2.5,,,ASU,EE, ,电子信息工程,0,100,0,0,0,0,0,0,0
10174,miiicom,17,101,322,,,3, 美国,Fall,MS,AD无奖,EE@EE@BOSTON UNIVERSITY, ee @ ,NA,,322+3,,,BOSTON UNIVERSITY,EE, ,ee,0,NA,0,0,0,0,0,0,0
10176,jiangduobaozi,17,101,326,156,170,3, 美国,Fall,MS,AD无奖,EE@ASU, 光电 @ BUPT,3,,156+170+3.0,,,ASU,EE, BUPT,光电,0,4,0,0,1,0,0,0,0
10177,famesiqi,17,95,315,148,167,3, 美国,Fall,MS,AD小奖,CS@Syracuse, SE @ SEU,3.25,,148+167 (3),, 无牛推,Syracuse,CS, SEU,SE,0,4,0,1,0,0,0,0,0
10180,airplane_u,17,101,325,157,168,3.5, 美国,Fall,MS,AD无奖,MIS@UNC, MIS @ ,3.76,,157+168+3.5,,,UNC,MIS, ,MIS,1,4,0,0,0,0,0,0,0
10181,heboqian,17,100,320,,,3.5, 美国,Fall,MS,AD无奖,MFE/Fin/FinMath@MQF@Rutgers, 数学系 @ 南开大学,3.5,,320+3.5,,,Rutgers,MFE/Fin/FinMath, 南开大学,数学系,0,4,0,0,0,0,0,0,0
10182,笛声悠扬,17,107,316,149,167,3.5, 美国,Fall,PhD,Rej,Material@UC Berkeley, Materials Forming and Control Engineering @ NWPU,3.48,": Materials Science and Engineering @ SJTU, GPA  3.68/4.0, 北大算法；无排名:",Verbal149+Quantative167+Analytical3.5,, 无牛推,UC Berkeley,Material, NWPU,Materials Forming and Control Engineering,0,4,0,0,0,0,0,0,0
10185,yujiayu,17,106,323,154,169,3.5, 美国,Fall,MS,AD无奖,CS@NEU, 通信工程 @ BUPT,87.3,,V154+Q169+AW3.5,,,NEU,CS, BUPT,通信工程,0,100,0,0,0,0,0,0,0
10186,goodsober,17,112,335,,,4, 美国,Fall,MS,AD无奖,EE@gatech, 信息工程 @ 东南大学,3.72,,335+4.0,,,gatech,EE, 东南大学,信息工程,0,4,0,0,0,0,0,0,0
1020,微雨,17,105,328,,,, 美国,Fall,MS,AD无奖,MFE/Fin/FinMath@USC, CS @ ,3.5,,328,,,USC,MFE/Fin/FinMath, ,CS,0,4,0,0,0,0,0,0,0
10200,hsching,17,96,322,155,167,3, 美国,Fall,MS,AD无奖,CS@USC, CS @ @台灣,92.08,,"322(155,167,3)",,,USC,CS,台灣,CS,1,100,0,0,0,0,0,0,0
10201,YLiyxr,17,102,319,152,167,4, 美国,Fall,MS,AD无奖,CS@CMU MLT, CS @ XMU,NA,,152-167-4.0,, 经历比较多,CMU MLT,CS, XMU,CS,1,NA,0,0,0,0,0,0,0
10202,diamondhit,17,110,331,161,170,3.5, 美国,Fall,PhD,Rej,Material@UC Berkeley, 材料科学与工程 @ HIT,90,,161+170+3.5,,,UC Berkeley,Material, HIT,材料科学与工程,0,100,0,0,0,0,0,0,0
10203,JonZad,17,109,333,163,170,, 美国,Fall,MS,Offer,EE@DUKE, 自动化 @ 浙江大学,NA,,163+170,,海外科研交流2月,DUKE,EE, 浙江大学,自动化,0,NA,0,0,1,0,0,0,1
10205,aaaalbert,17,109,328,,,3.5, 美国,Fall,MS,AD无奖,EE@Duke, 光电 @ 浙大,91.01,,328+3.5,, UCLA CSST暑期科研 无牛推无论文,Duke,EE, 浙大,光电,0,100,0,0,1,0,-1,-1,0
10206,HBUE-何青,17,102,319,,,, 美国,Fall,MS,Offer,Stat/Biostat@UCF, stat @ ,NA,,319,,,UCF,Stat/Biostat, ,stat,0,NA,0,0,0,0,0,0,0
10208,marlonlee,17,102,328,158,170,3.5, 美国,Fall,MS,AD无奖,EE@BU, ee @ 电子科大,3.33,,158+170 3.5,,,BU,EE, 电子科大,ee,0,4,0,0,0,0,0,0,0
10209,lynettepan,17,N/A,323,157,166,4, 美国,Fall,MS,AD无奖,Stat/Biostat@Columbia university, BIO SCIENCES @ UCSB,3.54,,157+166+4,,,Columbia university,Stat/Biostat, UCSB,BIO SCIENCES,0,4,0,0,0,0,0,0,0
1021,RunjieZhang,17,99,320,155,165,3, 美国,Fall,MS,WaitingList,CS@CS@Rutgers, CS @ seu,3.07,,155+165+3.0,,,Rutgers,CS, seu,CS,1,4,0,0,0,0,0,0,0
10211,qinzk,17,109,328,,,, 美国,Fall,MS,AD无奖,EE@NEU, EE @ NJU,3.44,,328,,SCI 4作，1个专利,NEU,EE, NJU,EE,1,4,0,0,0,1,0,1,0
10212,ck970649,17,101,321,151,170,3, 美国,Fall,MS,AD无奖,Stat/Biostat@Columbia, Medical Science @ ,3.38,,V: 151 Q: 170 AWA: 3.0,, none,Columbia,Stat/Biostat, ,Medical Science,0,4,0,0,0,0,0,0,0
10215,miiicom,17,101,322,152,170,3, 美国,Fall,MS,AD小奖,CE@CE@DREXEL U, EE @ BUPT,83,,152+170+3,, 普通,DREXEL U,CE, BUPT,EE,0,100,0,0,0,0,0,0,0
10216,iamyuanchung,17,105,322,152,170,3, 美国,Fall,PhD,AD小奖,CS@ML@CMU, 資訊工程 (Computer Science and Information Engnieering) @ 國立台灣大學 (National Taiwan University),3.84,,322 (Q170; AW3.0),,,CMU,CS, 國立台灣大學 (National Taiwan University),資訊工程 (Computer Science and Information Engnieering),0,4,0,0,0,0,0,0,0
1022,wyun,17,99,321,155,166,3.5, 美国,Fall,MS,Offer,EE@@umich, 电子科学与技术 @ UESTC,84.7,,155+166+3.5,,,umich,EE, UESTC,电子科学与技术,0,100,0,0,0,0,0,0,0
10222,开心的山兔,17,99,325,155,170,3.5, 美国,Fall,MS,AD无奖,CS@NEU, cs @ ,87,,155+170+3.5,, 无牛推，小公司实习，有科研经历,NEU,CS, ,cs,0,100,0,1,1,0,0,0,0
10228,offers666,17,108,324,157,167,, 美国,Fall,MS,Rej,CS@CMU MIIS,SE @ 北京某985大学,90.2,,324 (157+167) + 3.0,, 有过关于data mining 和 machine learning的实验室经验。 以及在一家外企实习过。无牛推,CMU MIIS,CS,北京某985大学,SE,0,100,0,1,0,0,0,0,0
10235,qiuyingyue0516,17,104,330,,,, 美国,Fall,MS,Rej,CS@CMU MIIS, 计算机 @ 浙大,3.9,,330,, 无,CMU MIIS,CS, 浙大,计算机,0,4,0,0,0,0,0,0,0
10236,shawnwang0001,17,106,332,,,, 美国,Fall,PhD,Offer,CS@Northwestern, CS @ SJTU,3.8,,332,,,Northwestern,CS, SJTU,CS,1,4,0,0,0,0,0,0,0
10238,zsx1993,17,101,324,157,167,3, 美国,Fall,MS,Rej,CS@CMU, SE @ JLU,88.5,": CS @ , GPA  3.93:",157 167 3.0,, 网易游戏实习半年，Splunk上海实习半年;无牛推；研究生方向图形学，国内水会议二作，水EI一作，国内水专利一个;得过国奖蒋震校一,CMU,CS, JLU,SE,0,100,0,1,0,1,1,0,0
10239,mazeyangwo,17,108,330,162,168,3, 美国,Fall,MS,Rej,CS@CMU, 信息工程 @ 浙江大学,3.93,,330+3 (V162 Q168),, 无牛推无交流，有三星虚拟现实软件开发实习,CMU,CS, 浙江大学,信息工程,0,4,0,1,0,0,0,0,0
10240,templerdark,17,91,321,,,, 美国,Fall,MS,AD无奖,EE@NEU, 电子 @ 东南大学,3.1,,321,, 一篇水论文+实验室,NEU,EE, 东南大学,电子,0,4,0,0,0,1,0,0,0
10243,MarkoLin,17,107,332,162,170,3.5, 美国,Fall,PhD,Offer,CivilEng@Carnegie Mellon University, Civil  Engineering @ THU,NA,,332 162 170 3.5,,,Carnegie Mellon University,CivilEng, THU,Civil  Engineering,0,NA,0,0,0,0,0,0,0
1025,tantantan913,17,108,327,159,168,3, 美国,Fall,MS,AD无奖,CS@M.S.Informatics@UCI, EE @ UESTC,3.75,,159+168+3,, 本科美国交换一年，项目经历一版，无科研经历,UCI,CS, UESTC,EE,0,4,0,0,0,0,0,0,1
10250,scarecrow1874,17,114,330,160,170,4, 美国,Fall,MS,Rej,CS@CMU, Applied Math: Data Science and Statistics @ University of Washington,3.67,,160+170+4,, 上课教授两封推荐信，算是牛推。实验室导师一封，实习单位经理一封,CMU,CS, University of Washington,Applied Math: Data Science and Statistics,0,4,1,1,0,0,0,0,0
10252,jiangh52,17,114,331,,,3.5, 美国,Fall,MS,Rej,CS@CMU, EE @ ZJU,89,": EE @ Titech, GPA  90: 海外",331+3.5,,,CMU,CS, ZJU,EE,0,100,0,1,0,0,0,0,0
10253,RachelBowlong,17,110,326,156,170,3.5, 美国,Fall,MS,Rej,CS@MIIS@CMU, CS @ 浙江大学,3.85,,156+170=326 / +3.5,, 两个牛推,CMU,CS, 浙江大学,CS,1,4,1,0,0,0,0,0,0
10255,SvenSUTD,17,109,335,,,, 美国,Fall,MS,Rej,CS@CMU, CS @ ,4.85,,335,,,CMU,CS, ,CS,1,5,0,0,0,0,0,0,0
10258,QWH,17,105,325,155,170,3, 美国,Fall,MS,AD无奖,CS@Boston@NEU, CS @ ,86,,V155 + Q170 + AW3.0 =325+3.0,, 水科研项目两个，已发表水会议论文一篇（第四作者），待发水会议论文一篇（第一作者），全英教学（其实估计CV写了也没啥用。。。）,NEU,CS, ,CS,1,100,0,0,1,1,1,0,0
10259,westchennn,17,101,323,153,170,3, 美国,Fall,MS,AD无奖,CS@CS@Syracuse University, SE @ SCU,3.38,,153+170+3.0,,,Syracuse University,CS, SCU,SE,0,4,0,1,0,0,0,0,0
10260,hustchenwenhu,17,100,318,,,4, 美国,Fall,PhD,Offer,CS@CS@UVA, ECE @ HUST,86,": Electronics and Information Technology @ @德国, GPA  : 海外",318+4.0,, ETH教授Thomas Hofmann，本科教授，eBay research boss推荐,UVA,CS, HUST,ECE,0,100,0,0,1,0,0,0,0
10264,ysyysyysy,17,110,324,154,170,3, 美国,Fall,PhD,Offer,CS@UVA, 光信息 @ BIT,86,": ECE @ DUKE, GPA  4/4: 海外",154+170+3,,,UVA,CS, BIT,光信息,0,100,0,1,1,0,0,0,0
10266,fengqifight,17,110,320,153,167,3.5, 美国,Fall,MS,AD无奖,EE@BU, EE @ ,82,,156+170+3但申请时用的153+167+3.5,,,BU,EE, ,EE,1,100,0,0,0,0,0,0,0
10269,daduan,17,109,325,,,, 美国,Fall,PhD,Offer,CS@UC Irvine, Information Engineering @ SJTU,82,": CS @ , GPA  3.96/4: 海外",325,,,UC Irvine,CS, SJTU,Information Engineering,0,100,0,0,0,0,0,0,0
1027,fangzizhao,17,97,325,157,168,3, 美国,Fall,MS,AD无奖,CS@Duke, 物联网工程 @ 湖南大学,87,,157 168 325 AW3.0,,,Duke,CS, 湖南大学,物联网工程,0,100,0,0,0,0,0,0,0
10271,guardian27,17,103,320,153,167,3, 美国,Fall,MS,AD无奖,Stat/Biostat@Minnesota-MS-Biostatistics, 生物技术 @ 上海交通大学,NA,,"V153, Q167, AW3.0",, 推荐信：交大导师教授，耶鲁授课教授，台湾的大学校长； 国奖两次；一作文章一篇；上海交大英式橄榄球队队员,Minnesota-MS-Biostatistics,Stat/Biostat, 上海交通大学,生物技术,0,NA,0,0,0,1,1,0,0
10274,路狗想要offer,17,94,317,152,165,3, 美国,Fall,MS,AD小奖,CS@CS@Syracuse, IoT @ 武大,3.1,,152+165+3.0,,,Syracuse,CS, 武大,IoT,0,4,0,0,0,0,0,0,0
10276,aaa952,17,97,330,160,170,3, 美国,Fall,MS,AD无奖,MFE/Fin/FinMath@Finmath@NCSU, 统计 @ ,3.74,,160+170+3.0,,,NCSU,MFE/Fin/FinMath, ,统计,0,4,0,0,0,0,0,0,0
10277,linsan03,17,98,318,155,163,3, 美国,Fall,MS,AD无奖,CE@George Washington University, 光电信息技术与工程 @ ,87.49,,155+163+3,,,George Washington University,CE, ,光电信息技术与工程,0,100,0,0,0,0,0,0,0
1028,yfwang9880,17,108,327,,,3, 加拿大,Fall,MS,AD无奖,EE@Toronto, 信息工程 @ ZJU,3.79,,327+3,,,Toronto,EE, ZJU,信息工程,0,4,0,0,0,0,0,0,0
10280,elephantandme,17,111,327,,,3.5, 美国,Fall,PhD,Offer,Other@UNC-CH vs Umich,  @ 复旦,NA,,327 + 3.5,, 一封美国推荐信,UNC-CH vs Umich,Other, 复旦,,0,85,0,0,0,0,0,0,0
